node_id,task_role,cpu_usage_pct,gpu_usage_pct,mem_pressure,gpu_mem_pressure,cpu_gpu_ratio,io_bytes_total,io_ops_total,avg_io_size,duration_hours,status,will_fail
289,10,57.36363636363637,0.0,0.2164523680290665,0.8333312315323947,1000.0,29716845.307692304,8620.307692307691,3446.906938979452,0.0116666666666666,Terminated,0
751,11,114.43915343915344,3.5473684210526315,0.6776662622406102,0.9453138738814983,32.260286385734034,28295128.95833333,3029.6354166666665,9336.36847333308,0.2597222222222222,Terminated,0
1270,11,57.77272727272727,0.0,0.6489722234317599,0.8333288183666138,1000.0,10275917.24,2755.12,3728.3997939131823,-1.0,Running,0
1452,11,471.61007556675065,10.051307847082494,0.9231342347391432,0.832736629705857,46.92026508603811,72017037.3207642,3937.7194570135753,18284.37849071107,2.757222222222222,Terminated,0
334,11,127.6122448979592,2.8076923076923075,0.7158637673748199,0.2544213202422136,45.45092035100014,38585362.77358492,3784.018867924529,10194.232610191122,0.0702777777777777,Terminated,0
775,8,643.0275590551181,16.473477406679766,0.6995824215766256,0.9764205597644044,39.034109444328365,608515765.7710371,13547.6614481409,44913.34941833206,0.7027777777777777,Terminated,0
1146,11,444.1714285714286,19.711340206185568,0.6460988629247414,0.9230911921506184,22.533800410904774,166302047.09768638,4637.4473007712095,35852.956024753425,0.3019444444444444,Terminated,0
392,11,76.42595673876872,17.40961857379768,0.824145374524165,0.2050934241651079,4.389869429070896,77411983.91887417,19034.865894039736,4066.638436610988,-1.0,Interrupted,1
613,11,311.47434017595316,3.2020497803806736,0.805853125880471,0.975275297404754,97.27339181639204,163091022.44111192,5812.060716898317,28055.96404094204,1.893333333333333,Terminated,0
1394,11,207.5554259043174,11.188811188811188,0.9101931609596212,0.9889517281270306,18.550264532268475,36242407.15465117,2190.368604651163,16538.70876753776,1.1880555555555556,Terminated,0
1579,11,194.74537623511532,6.295339412360687,0.8620138153500482,0.9987324851626752,30.93484442123882,73986906.75827424,6126.440138466735,12074.684547924107,16.444444444444443,Terminated,0
664,11,44.11414392059553,1.354679802955665,0.9307477967669038,0.9703447980725284,32.564234928513464,13703080.162162164,3409.547911547912,4017.85300120381,0.5608333333333333,Terminated,0
1706,11,87.16341463414633,2.7409200968523004,0.6386789436040399,0.5012680578377762,31.80077483231663,27732546.50483092,3150.7053140096614,8799.219388169584,0.57,Terminated,0
1004,4,89.91304347826087,8.166666666666666,0.8458663211533334,0.8333314660873349,11.009759077775731,101893973.15384614,10160.923076923076,10027.036455849511,-1.0,Running,0
129,4,2939.2285714285717,1.912280701754386,0.9427105935825354,0.9900709160312796,1000.0,122035591.51497442,26730.365960555147,4565.258344637171,1.8955555555555557,Terminated,0
389,4,0.175438596491228,0.0,0.9944436850858324,0.0,1000.0,36972619.13114753,2770.1639344262294,13341.909755621416,-1.0,Interrupted,1
1586,11,116.88235294117644,4.666666666666667,0.3344580898946819,0.2490114296927172,25.04621312034928,360620203.40540546,29171.27027027027,12361.746277008711,0.0447222222222222,Terminated,0
1473,11,103.14285714285714,2.586387434554974,0.9048546929005864,0.9480946745163694,39.879105460276456,19373282.43523316,1846.0932642487048,10488.524218138567,0.2630555555555555,Terminated,0
1232,11,153.41379310344828,6.0,0.3414265032541537,0.5652084343565676,25.568961255747837,203637710.57575756,10607.454545454546,19195.794232159024,0.0388888888888888,Terminated,0
334,11,102.0958904109589,51.41891891891893,0.918288606112079,0.9086217111600614,1.985570497629104,4106388.0536912754,1325.3154362416108,3096.0870555254755,0.2011111111111111,Terminated,0
1373,4,21.76744186046513,0.0,0.9215817370789336,0.0,1000.0,61431880.63829787,7648.68085106383,8030.6462235943645,0.06,Terminated,0
1602,11,97.3157894736842,12.20408163265306,0.5626535640268193,0.6531447198151769,7.974035607830739,801627367.5959595,37292.72727272727,21494.965138069903,0.1330555555555555,Terminated,0
345,11,66.55555555555556,0.7,0.3436026767332012,0.6999962074279555,95.07922925189472,79517034.09090908,13919.0,5712.4306099791,-1.0,Failed,1
1021,10,11.5,0.0,0.5354571041980518,0.0,1000.0,25879444.333333336,6204.666666666667,4170.292367191277,-1.0,Failed,1
879,11,59.09090909090909,0.0,0.6262757389062472,0.0,1000.0,171538994.35714287,17059.142857142855,10054.956502625168,0.0136111111111111,Terminated,0
649,11,14.379310344827584,0.0,0.4069092947736251,0.3437486196133863,1000.0,49887352.0,16287.212121212124,3062.7886982778023,-1.0,Failed,1
249,11,31.5,0.0,0.4090131780651418,0.4999962628016561,1000.0,175657936.14285716,17053.285714285714,10299.929242754231,-1.0,Interrupted,1
1411,11,163.82890803587128,2.4760063280014064,0.7663824263325216,0.9765692670364486,66.16656832276476,36799380.30240731,3822.382358109296,9624.823482369418,7.898333333333333,Terminated,0
793,11,730.7777777777777,10.6,0.6185169243961023,0.6735967807044544,68.9412932864608,1012142923.0178572,22221.098214285714,45546.68570257647,0.1494444444444444,Terminated,0
307,11,31.75583864118896,0.7830388692579506,0.05494114169816,0.0934341581031882,40.55456163590041,11549431.544812988,634.7311220889201,18167.163984143535,-1.0,Interrupted,1
1007,11,128.20833333333334,0.2352941176470588,0.7215036398754768,0.2041740533135911,544.8831009134879,30843138.865384616,2856.3846153846152,10794.185248748185,0.0677777777777777,Terminated,0
1608,11,158.13075060532688,6.838554216867468,0.8849189572687134,0.9271797018063376,23.123415047566393,28645794.762019232,2219.4206730769233,12901.066500305837,0.5727777777777778,Terminated,0
1304,11,154.56149732620318,8.666666666666666,0.9098316695822776,0.9724563717212704,17.83401686448304,177205891.7,5246.700000000001,33768.29691102768,0.2569444444444444,Terminated,0
1432,10,154.05541063236484,1.3201438848920863,0.8250029808652359,0.9693362548387304,116.6958357339376,1495491.3825195576,846.4238827443575,1764.7501008308293,15.4425,Terminated,0
1323,11,277.91803278688525,11.948717948717947,0.7935263004273967,0.9891267221166694,23.259232557035315,448969656.3596288,10666.642691415313,42087.05422060424,0.5936111111111111,Terminated,0
1540,11,3.7692307692307687,0.0,0.926685051686518,0.0,1000.0,66687189.35294117,5133.35294117647,12988.431087026258,-1.0,Running,0
545,11,59.57142857142857,0.0,0.4828420600647723,0.7499969882473884,1000.0,28068509.4,4978.4,5636.926015182552,-1.0,Interrupted,1
1493,11,64.35714285714286,0.3225806451612903,0.2186111193343826,0.300295949592923,199.5065243869173,68000401.5625,6254.21875,10870.986975875145,0.0383333333333333,Terminated,0
445,4,74.5,0.0,0.5138107012647567,0.0,1000.0,148846835.4,10167.2,14638.464565999882,-1.0,Failed,1
1148,11,49.28571428571429,1.3478260869565215,0.2871323239410387,0.2392070725761921,36.56679314629634,50491754.48,6145.64,8214.529316830007,0.0291666666666666,Terminated,0
978,11,297.31662688941924,8.460683081810961,0.742050395897989,0.9981447101407412,35.14096780053515,95915421.26962727,2786.3743061062655,34410.671383282315,1.7452777777777777,Terminated,0
915,10,121.5,0.0,0.5021831254172924,0.0,1000.0,96301750.0,6147.599999999999,15662.38655954201,-1.0,Failed,1
1550,10,112.54487179487178,68.82389937106919,0.9486793108751336,0.9411843375843746,1.6352585539046425,2960069.9,1301.85625,2271.9850328844796,0.2172222222222222,Terminated,0
